query_id,route_id,route_name,departure_date,return_date,source,airline,departure_time,return_time,price,status,error_message,query_started_at,query_finished_at,url,debug_screenshot,debug_html,debug_dom,selected_lowest
20260720_181510,tokyo,東京,2027-01-30,2027-02-06,eztravel,國泰,12:50,15:30,20830,SUCCESS,,2026-07-20T18:15:11,2026-07-20T18:27:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=06%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_181510,tokyo,東京,2027-01-30,2027-02-07,eztravel,星宇,10:10,13:45,25069,SUCCESS,,2026-07-20T18:16:42,2026-07-20T18:27:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=07%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_181510,tokyo,東京,2027-01-30,2027-02-08,eztravel,,,,,NO_RESULT,No valid quote returned by source.,2026-07-20T18:18:14,2026-07-20T18:27:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=08%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_181510,tokyo,東京,2027-01-30,2027-02-09,eztravel,國泰,12:50,,26681,PARSE_ERROR,return_time cannot be empty.,2026-07-20T18:19:44,2026-07-20T18:27:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=09%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_181510,tokyo,東京,2027-01-31,2027-02-06,eztravel,國泰,12:50,15:30,19775,SUCCESS,,2026-07-20T18:21:16,2026-07-20T18:27:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=06%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,YES
20260720_181510,tokyo,東京,2027-01-31,2027-02-07,eztravel,華航,12:35,14:15,26123,SUCCESS,,2026-07-20T18:22:48,2026-07-20T18:27:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=07%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_181510,tokyo,東京,2027-01-31,2027-02-08,eztravel,華航,12:35,14:35,27333,SUCCESS,,2026-07-20T18:24:20,2026-07-20T18:27:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=08%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_181510,tokyo,東京,2027-01-31,2027-02-09,eztravel,華航,12:35,14:35,29946,SUCCESS,,2026-07-20T18:25:51,2026-07-20T18:27:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=09%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_181510,tokyo,東京,2027-01-30,2027-02-06,skyscanner,,,,,BLOCKED,"skyscanner blocked the request with captcha: https://www.skyscanner.com.tw/sttc/px/captcha-v2/index.html?url=L2ZsaWdodHMvZGF5LXZpZXc/c29ydGJ5PWNoZWFwZXN0JmRlc3RpbmF0aW9uPVRZTyZjYWJpbmNsYXNzPWVjb25vbXkmb3V0Ym91bmREYXRlPTIwMjctMDEtMzAmb3JpZ2luPVRQRSZpbmJvdW5kRGF0ZT0yMDI3LTAyLTA2Jm91dGJvdW5kYWx0c2VuYWJsZWQ9ZmFsc2UmcHJlZmVyRGlyZWN0cz10cnVlJm1hcmtldD1UVyZsb2NhbGU9emgtVFcmY3VycmVuY3k9VFdEJmluYm91bmRhbHRzZW5hYmxlZD1mYWxzZSZhZHVsdHN2Mj0x&uuid=993f630c-8425-11f1-9420-ec97bbe6171e&vid=
Traceback (most recent call last):
  File ""/home/runner/work/plane-ticket/plane-ticket/flight_tracker/range_search.py"", line 496, in run_range_search
    quotes = source.search(query_config, route)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/runner/work/plane-ticket/plane-ticket/flight_tracker/sources/browser_source.py"", line 32, in search
    raise RuntimeError(f""{self.name} blocked the request with captcha: {page.url}"")
RuntimeError: skyscanner blocked the request with captcha: https://www.skyscanner.com.tw/sttc/px/captcha-v2/index.html?url=L2ZsaWdodHMvZGF5LXZpZXc/c29ydGJ5PWNoZWFwZXN0JmRlc3RpbmF0aW9uPVRZTyZjYWJpbmNsYXNzPWVjb25vbXkmb3V0Ym91bmREYXRlPTIwMjctMDEtMzAmb3JpZ2luPVRQRSZpbmJvdW5kRGF0ZT0yMDI3LTAyLTA2Jm91dGJvdW5kYWx0c2VuYWJsZWQ9ZmFsc2UmcHJlZmVyRGlyZWN0cz10cnVlJm1hcmtldD1UVyZsb2NhbGU9emgtVFcmY3VycmVuY3k9VFdEJmluYm91bmRhbHRzZW5hYmxlZD1mYWxzZSZhZHVsdHN2Mj0x&uuid=993f630c-8425-11f1-9420-ec97bbe6171e&vid=
",2026-07-20T18:27:23,2026-07-20T18:27:32,https://www.skyscanner.com.tw/flights/day-view?origin=TPE&destination=TYO&outboundDate=2027-01-30&inboundDate=2027-02-06&adultsv2=1&cabinclass=economy&preferDirects=true&outboundaltsenabled=false&inboundaltsenabled=false&market=TW&locale=zh-TW&currency=TWD&sortby=cheapest,,,,
20260720_181510,tokyo,東京,2027-01-30,2027-02-07,skyscanner,,,,,BLOCKED,"skyscanner blocked the request with captcha: https://www.skyscanner.com.tw/sttc/px/captcha-v2/index.html?url=L2ZsaWdodHMvZGF5LXZpZXc/bWFya2V0PVRXJmxvY2FsZT16aC1UVyZjdXJyZW5jeT1UV0QmZGVzdGluYXRpb249VFlPJm91dGJvdW5kRGF0ZT0yMDI3LTAxLTMwJm9yaWdpbj1UUEUmaW5ib3VuZERhdGU9MjAyNy0wMi0wNyZhZHVsdHN2Mj0xJmNhYmluY2xhc3M9ZWNvbm9teSZzb3J0Ynk9Y2hlYXBlc3QmcHJlZmVyRGlyZWN0cz10cnVlJm91dGJvdW5kYWx0c2VuYWJsZWQ9ZmFsc2UmaW5ib3VuZGFsdHNlbmFibGVkPWZhbHNl&uuid=9e79abcb-8425-11f1-9fc4-cf5a581d9428&vid=
Traceback (most recent call last):
  File ""/home/runner/work/plane-ticket/plane-ticket/flight_tracker/range_search.py"", line 496, in run_range_search
    quotes = source.search(query_config, route)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/runner/work/plane-ticket/plane-ticket/flight_tracker/sources/browser_source.py"", line 32, in search
    raise RuntimeError(f""{self.name} blocked the request with captcha: {page.url}"")
RuntimeError: skyscanner blocked the request with captcha: https://www.skyscanner.com.tw/sttc/px/captcha-v2/index.html?url=L2ZsaWdodHMvZGF5LXZpZXc/bWFya2V0PVRXJmxvY2FsZT16aC1UVyZjdXJyZW5jeT1UV0QmZGVzdGluYXRpb249VFlPJm91dGJvdW5kRGF0ZT0yMDI3LTAxLTMwJm9yaWdpbj1UUEUmaW5ib3VuZERhdGU9MjAyNy0wMi0wNyZhZHVsdHN2Mj0xJmNhYmluY2xhc3M9ZWNvbm9teSZzb3J0Ynk9Y2hlYXBlc3QmcHJlZmVyRGlyZWN0cz10cnVlJm91dGJvdW5kYWx0c2VuYWJsZWQ9ZmFsc2UmaW5ib3VuZGFsdHNlbmFibGVkPWZhbHNl&uuid=9e79abcb-8425-11f1-9fc4-cf5a581d9428&vid=
",2026-07-20T18:27:32,2026-07-20T18:27:41,https://www.skyscanner.com.tw/flights/day-view?origin=TPE&destination=TYO&outboundDate=2027-01-30&inboundDate=2027-02-07&adultsv2=1&cabinclass=economy&preferDirects=true&outboundaltsenabled=false&inboundaltsenabled=false&market=TW&locale=zh-TW&currency=TWD&sortby=cheapest,,,,
