query_id,route_id,route_name,departure_date,return_date,source,airline,departure_time,return_time,price,status,error_message,query_started_at,query_finished_at,url,debug_screenshot,debug_html,debug_dom,selected_lowest
20260720_230705,tokyo,東京,2027-01-30,2027-02-06,eztravel,國泰,12:50,15:30,20830,SUCCESS,,2026-07-20T23:07:06,2026-07-20T23:19:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=06%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_230705,tokyo,東京,2027-01-30,2027-02-07,eztravel,星宇,10:10,13:45,25069,SUCCESS,,2026-07-20T23:08:38,2026-07-20T23:19:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=07%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_230705,tokyo,東京,2027-01-30,2027-02-08,eztravel,星宇,10:10,13:45,25069,SUCCESS,,2026-07-20T23:10:10,2026-07-20T23:19:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=08%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_230705,tokyo,東京,2027-01-30,2027-02-09,eztravel,國泰,12:50,,26681,PARSE_ERROR,return_time cannot be empty.,2026-07-20T23:11:42,2026-07-20T23:19:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=30%2F01%2F2027&inbounddate=09%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_230705,tokyo,東京,2027-01-31,2027-02-06,eztravel,國泰,12:50,15:30,19775,SUCCESS,,2026-07-20T23:13:15,2026-07-20T23:19:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=06%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,YES
20260720_230705,tokyo,東京,2027-01-31,2027-02-07,eztravel,華航,12:35,14:15,26752,SUCCESS,,2026-07-20T23:14:47,2026-07-20T23:19:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=07%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_230705,tokyo,東京,2027-01-31,2027-02-08,eztravel,華航,12:35,14:35,27333,SUCCESS,,2026-07-20T23:16:19,2026-07-20T23:19:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=08%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_230705,tokyo,東京,2027-01-31,2027-02-09,eztravel,國泰,12:50,15:30,25184,SUCCESS,,2026-07-20T23:17:51,2026-07-20T23:19:23,https://flight.eztravel.com.tw/tickets-roundtrip-TPE-TYO/?outbounddate=31%2F01%2F2027&inbounddate=09%2F02%2F2027&dport=&aport=&adults=2&children=1&infants=0&direct=true&cabintype=&airline=&searchbox=s,,,,
20260720_230705,tokyo,東京,2027-01-30,2027-02-06,skyscanner,,,,,BLOCKED,"skyscanner blocked the request with captcha: https://www.skyscanner.com.tw/sttc/px/captcha-v2/index.html?url=L2ZsaWdodHMvZGF5LXZpZXc/b3JpZ2luPVRQRSZjYWJpbmNsYXNzPWVjb25vbXkmcHJlZmVyRGlyZWN0cz10cnVlJm91dGJvdW5kYWx0c2VuYWJsZWQ9ZmFsc2UmaW5ib3VuZGFsdHNlbmFibGVkPWZhbHNlJm1hcmtldD1UVyZsb2NhbGU9emgtVFcmY3VycmVuY3k9VFdEJmRlc3RpbmF0aW9uPVRZTyZzb3J0Ynk9Y2hlYXBlc3Qmb3V0Ym91bmREYXRlPTIwMjctMDEtMzAmYWR1bHRzdjI9MSZpbmJvdW5kRGF0ZT0yMDI3LTAyLTA2&uuid=643dc4e9-844e-11f1-b2b3-cc96b8979ba5&vid=
Traceback (most recent call last):
  File ""/home/runner/work/plane-ticket/plane-ticket/flight_tracker/range_search.py"", line 496, in run_range_search
    quotes = source.search(query_config, route)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/runner/work/plane-ticket/plane-ticket/flight_tracker/sources/browser_source.py"", line 32, in search
    raise RuntimeError(f""{self.name} blocked the request with captcha: {page.url}"")
RuntimeError: skyscanner blocked the request with captcha: https://www.skyscanner.com.tw/sttc/px/captcha-v2/index.html?url=L2ZsaWdodHMvZGF5LXZpZXc/b3JpZ2luPVRQRSZjYWJpbmNsYXNzPWVjb25vbXkmcHJlZmVyRGlyZWN0cz10cnVlJm91dGJvdW5kYWx0c2VuYWJsZWQ9ZmFsc2UmaW5ib3VuZGFsdHNlbmFibGVkPWZhbHNlJm1hcmtldD1UVyZsb2NhbGU9emgtVFcmY3VycmVuY3k9VFdEJmRlc3RpbmF0aW9uPVRZTyZzb3J0Ynk9Y2hlYXBlc3Qmb3V0Ym91bmREYXRlPTIwMjctMDEtMzAmYWR1bHRzdjI9MSZpbmJvdW5kRGF0ZT0yMDI3LTAyLTA2&uuid=643dc4e9-844e-11f1-b2b3-cc96b8979ba5&vid=
",2026-07-20T23:19:23,2026-07-20T23:19:33,https://www.skyscanner.com.tw/flights/day-view?origin=TPE&destination=TYO&outboundDate=2027-01-30&inboundDate=2027-02-06&adultsv2=1&cabinclass=economy&preferDirects=true&outboundaltsenabled=false&inboundaltsenabled=false&market=TW&locale=zh-TW&currency=TWD&sortby=cheapest,,,,
20260720_230705,tokyo,東京,2027-01-30,2027-02-07,skyscanner,,,,,BLOCKED,"skyscanner blocked the request with captcha: https://www.skyscanner.com.tw/sttc/px/captcha-v2/index.html?url=L2ZsaWdodHMvZGF5LXZpZXc/aW5ib3VuZERhdGU9MjAyNy0wMi0wNyZhZHVsdHN2Mj0xJmNhYmluY2xhc3M9ZWNvbm9teSZwcmVmZXJEaXJlY3RzPXRydWUmb3V0Ym91bmRhbHRzZW5hYmxlZD1mYWxzZSZpbmJvdW5kYWx0c2VuYWJsZWQ9ZmFsc2UmbWFya2V0PVRXJmxvY2FsZT16aC1UVyZvcmlnaW49VFBFJmRlc3RpbmF0aW9uPVRZTyZzb3J0Ynk9Y2hlYXBlc3Qmb3V0Ym91bmREYXRlPTIwMjctMDEtMzAmY3VycmVuY3k9VFdE&uuid=6977428f-844e-11f1-876f-b972ee6889aa&vid=
Traceback (most recent call last):
  File ""/home/runner/work/plane-ticket/plane-ticket/flight_tracker/range_search.py"", line 496, in run_range_search
    quotes = source.search(query_config, route)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/runner/work/plane-ticket/plane-ticket/flight_tracker/sources/browser_source.py"", line 32, in search
    raise RuntimeError(f""{self.name} blocked the request with captcha: {page.url}"")
RuntimeError: skyscanner blocked the request with captcha: https://www.skyscanner.com.tw/sttc/px/captcha-v2/index.html?url=L2ZsaWdodHMvZGF5LXZpZXc/aW5ib3VuZERhdGU9MjAyNy0wMi0wNyZhZHVsdHN2Mj0xJmNhYmluY2xhc3M9ZWNvbm9teSZwcmVmZXJEaXJlY3RzPXRydWUmb3V0Ym91bmRhbHRzZW5hYmxlZD1mYWxzZSZpbmJvdW5kYWx0c2VuYWJsZWQ9ZmFsc2UmbWFya2V0PVRXJmxvY2FsZT16aC1UVyZvcmlnaW49VFBFJmRlc3RpbmF0aW9uPVRZTyZzb3J0Ynk9Y2hlYXBlc3Qmb3V0Ym91bmREYXRlPTIwMjctMDEtMzAmY3VycmVuY3k9VFdE&uuid=6977428f-844e-11f1-876f-b972ee6889aa&vid=
",2026-07-20T23:19:33,2026-07-20T23:19:41,https://www.skyscanner.com.tw/flights/day-view?origin=TPE&destination=TYO&outboundDate=2027-01-30&inboundDate=2027-02-07&adultsv2=1&cabinclass=economy&preferDirects=true&outboundaltsenabled=false&inboundaltsenabled=false&market=TW&locale=zh-TW&currency=TWD&sortby=cheapest,,,,
